"","Hour","am_pm","Date","KWH","usage","weekday"
"449",10,"AM",2014-04-03,0.103,"kwh","Thursday"
"450",4,"AM",2014-06-17,0.432,"kwh","Tuesday"
"451",5,"PM",2014-04-19,0.284,"kwh","Saturday"
"452",11,"AM",2014-04-11,0.173,"kwh","Friday"
"453",3,"AM",2014-11-21,0.086,"kwh","Friday"
"454",2,"PM",2014-07-02,0.874,"kwh","Wednesday"
"455",8,"PM",2014-12-22,1.813,"kwh","Monday"
"456",9,"AM",2014-08-05,0.364,"kwh","Tuesday"
"457",11,"PM",2014-04-27,0.141,"kwh","Sunday"
"458",4,"AM",2014-07-25,0.557,"kwh","Friday"
"459",6,"PM",2014-07-13,4.838,"kwh","Sunday"
"460",3,"AM",2014-05-20,0.176,"kwh","Tuesday"
"461",3,"PM",2014-05-23,0.278,"kwh","Friday"
"462",4,"PM",2014-07-05,2.03,"kwh","Saturday"
"463",10,"AM",2014-12-28,0.614,"kwh","Sunday"
"464",1,"AM",2014-10-30,0.122,"kwh","Thursday"
"465",3,"AM",2014-08-14,0.286,"kwh","Thursday"
"466",6,"AM",2014-02-08,1.046,"kwh","Saturday"
"467",7,"AM",2014-12-21,1.214,"kwh","Sunday"
"468",1,"AM",2014-01-12,0.558,"kwh","Sunday"
"469",12,"PM",2014-09-14,0.336,"kwh","Sunday"
"470",6,"PM",2014-04-02,0.349,"kwh","Wednesday"
"471",11,"AM",2014-05-11,0.47,"kwh","Sunday"
"472",6,"PM",2014-04-20,0.535,"kwh","Sunday"
"473",5,"AM",2014-11-27,0.411,"kwh","Thursday"
"474",8,"AM",2014-06-06,0.648,"kwh","Friday"
"475",5,"PM",2014-05-16,1.134,"kwh","Friday"
"476",3,"PM",2014-09-03,0.277,"kwh","Wednesday"
"477",10,"AM",2014-06-30,0.72,"kwh","Monday"
"478",3,"PM",2014-04-20,0.248,"kwh","Sunday"
"479",6,"PM",2014-07-26,4.277,"kwh","Saturday"
"480",1,"PM",2014-06-16,0.835,"kwh","Monday"
"481",4,"AM",2014-08-23,0.403,"kwh","Saturday"
"482",3,"AM",2014-11-11,0.09,"kwh","Tuesday"
"483",6,"AM",2014-10-11,0.48,"kwh","Saturday"
"484",8,"AM",2014-07-05,3.401,"kwh","Saturday"
"485",4,"AM",2014-01-26,0.666,"kwh","Sunday"
"486",5,"AM",2014-12-01,1.428,"kwh","Monday"
"487",8,"PM",2014-05-25,1.166,"kwh","Sunday"
"488",11,"AM",2014-05-06,0.34,"kwh","Tuesday"
"489",6,"AM",2014-01-06,2.472,"kwh","Monday"
"490",7,"PM",2014-09-18,1.159,"kwh","Thursday"
"491",12,"PM",2014-04-09,0.17,"kwh","Wednesday"
"492",4,"PM",2014-06-22,1.539,"kwh","Sunday"
"493",7,"PM",2014-12-11,2.059,"kwh","Thursday"
"494",3,"PM",2014-06-17,0.77,"kwh","Tuesday"
"495",12,"PM",2014-03-14,0.34,"kwh","Friday"
"496",4,"AM",2014-09-14,0.239,"kwh","Sunday"
"497",9,"PM",2014-12-03,0.785,"kwh","Wednesday"
"498",9,"PM",2014-11-27,0.292,"kwh","Thursday"
"499",4,"PM",2014-02-17,0.394,"kwh","Monday"
"500",1,"PM",2014-04-24,0.096,"kwh","Thursday"
"501",4,"PM",2014-05-29,0.301,"kwh","Thursday"
"502",8,"AM",2014-08-05,0.48,"kwh","Tuesday"
"503",1,"AM",2014-09-04,0.147,"kwh","Thursday"
"504",6,"AM",2014-09-19,0.924,"kwh","Friday"
"505",1,"PM",2014-01-06,0.936,"kwh","Monday"
"506",5,"AM",2014-11-15,0.15,"kwh","Saturday"
"507",8,"AM",2014-06-08,2.668,"kwh","Sunday"
"508",7,"PM",2014-02-19,2.203,"kwh","Wednesday"
"509",6,"PM",2014-05-13,0.974,"kwh","Tuesday"
"510",10,"PM",2014-11-18,0.239,"kwh","Tuesday"
"511",1,"AM",2014-08-23,0.342,"kwh","Saturday"
"512",7,"PM",2014-07-06,4.45,"kwh","Sunday"
"513",9,"AM",2014-01-09,0.708,"kwh","Thursday"
"514",5,"PM",2014-02-03,1.42,"kwh","Monday"
"515",9,"AM",2014-01-11,1.53,"kwh","Saturday"
"516",10,"AM",2014-10-03,0.245,"kwh","Friday"
"517",3,"PM",2014-10-19,0.459,"kwh","Sunday"
"518",3,"PM",2014-06-18,0.792,"kwh","Wednesday"
"519",6,"AM",2014-07-02,3.053,"kwh","Wednesday"
"520",11,"AM",2014-07-07,1.392,"kwh","Monday"
"521",5,"PM",2014-07-28,3.151,"kwh","Monday"
"522",5,"AM",2014-03-04,0.818,"kwh","Tuesday"
"523",8,"PM",2014-10-24,0.979,"kwh","Friday"
"524",6,"PM",2014-11-28,0.599,"kwh","Friday"
"525",4,"PM",2014-06-24,0.59,"kwh","Tuesday"
"526",1,"PM",2014-02-06,0.518,"kwh","Thursday"
"527",5,"AM",2014-05-08,0.739,"kwh","Thursday"
"528",8,"AM",2014-12-25,0.484,"kwh","Thursday"
"529",8,"AM",2014-09-12,0.302,"kwh","Friday"
"530",1,"PM",2014-04-17,0.13,"kwh","Thursday"
"531",10,"PM",2014-02-05,0.51,"kwh","Wednesday"
"532",1,"PM",2014-04-28,0.112,"kwh","Monday"
"533",2,"AM",2014-02-03,0.252,"kwh","Monday"
"534",12,"AM",2014-06-20,0.432,"kwh","Friday"
"535",2,"AM",2014-03-25,0.152,"kwh","Tuesday"
"536",12,"PM",2014-03-28,0.388,"kwh","Friday"
"537",12,"AM",2014-06-25,0.599,"kwh","Wednesday"
"538",3,"AM",2014-08-20,0.202,"kwh","Wednesday"
"539",3,"PM",2014-06-08,1.766,"kwh","Sunday"
"540",9,"AM",2014-03-07,0.286,"kwh","Friday"
"541",11,"PM",2014-07-07,1.032,"kwh","Monday"
"542",12,"PM",2014-06-18,1.071,"kwh","Wednesday"
"543",10,"PM",2014-08-10,0.552,"kwh","Sunday"
"544",8,"AM",2014-11-05,0.2,"kwh","Wednesday"
"545",3,"AM",2014-12-06,0.383,"kwh","Saturday"
"546",10,"PM",2014-11-06,0.236,"kwh","Thursday"
"547",10,"PM",2014-08-07,0.642,"kwh","Thursday"
"548",12,"AM",2014-01-31,0.708,"kwh","Friday"
"549",4,"AM",2014-07-29,0.542,"kwh","Tuesday"
"550",4,"AM",2014-11-07,0.077,"kwh","Friday"
"551",8,"PM",2014-05-09,1.395,"kwh","Friday"
"552",11,"PM",2014-01-07,0.84,"kwh","Tuesday"
"553",2,"PM",2014-10-13,0.257,"kwh","Monday"
"554",7,"PM",2014-08-03,1.879,"kwh","Sunday"
"555",4,"AM",2014-06-02,0.389,"kwh","Monday"
"556",2,"PM",2014-12-03,0.352,"kwh","Wednesday"
"557",1,"AM",2014-06-09,0.407,"kwh","Monday"
"558",7,"PM",2014-11-15,0.948,"kwh","Saturday"
"559",11,"AM",2014-12-11,0.644,"kwh","Thursday"
"560",6,"PM",2014-03-26,0.952,"kwh","Wednesday"
"561",2,"PM",2014-03-30,0.73,"kwh","Sunday"
"562",10,"AM",2014-06-14,1.274,"kwh","Saturday"
"563",3,"PM",2014-12-27,1.148,"kwh","Saturday"
"564",10,"AM",2014-05-19,0.381,"kwh","Monday"
"565",12,"PM",2014-07-27,1.627,"kwh","Sunday"
"566",4,"PM",2014-07-26,2.57,"kwh","Saturday"
"567",8,"AM",2014-07-31,0.893,"kwh","Thursday"
"568",5,"AM",2014-06-03,1.663,"kwh","Tuesday"
"569",8,"PM",2014-10-08,1.094,"kwh","Wednesday"
"570",5,"AM",2014-12-09,1.077,"kwh","Tuesday"
"571",5,"AM",2014-05-10,0.281,"kwh","Saturday"
"572",6,"AM",2014-12-08,1.32,"kwh","Monday"
"573",11,"PM",2014-02-20,0.72,"kwh","Thursday"
"574",5,"PM",2014-07-06,1.944,"kwh","Sunday"
"575",7,"PM",2014-11-19,0.907,"kwh","Wednesday"
"576",1,"AM",2014-10-13,0.101,"kwh","Monday"
"577",8,"PM",2014-07-21,3.955,"kwh","Monday"
"578",9,"PM",2014-12-25,0.713,"kwh","Thursday"
"579",12,"PM",2014-09-15,0.336,"kwh","Monday"
"580",6,"AM",2014-06-14,1.555,"kwh","Saturday"
"581",10,"PM",2014-06-03,0.954,"kwh","Tuesday"
"582",10,"PM",2014-04-22,0.137,"kwh","Tuesday"
"583",10,"PM",2014-10-19,0.291,"kwh","Sunday"
"584",2,"PM",2014-07-23,0.941,"kwh","Wednesday"
"585",2,"AM",2014-04-15,0.057,"kwh","Tuesday"
"586",4,"AM",2014-08-08,0.252,"kwh","Friday"
"587",8,"AM",2014-07-16,1.094,"kwh","Wednesday"
"588",9,"PM",2014-05-03,0.323,"kwh","Saturday"
"589",9,"PM",2014-05-09,0.333,"kwh","Friday"
"590",8,"AM",2014-12-07,1.373,"kwh","Sunday"
"591",1,"AM",2014-08-06,0.25,"kwh","Wednesday"
"592",9,"AM",2014-05-16,0.25,"kwh","Friday"
"593",5,"AM",2014-02-21,1.399,"kwh","Friday"
"594",4,"PM",2014-06-30,0.634,"kwh","Monday"
"595",2,"AM",2014-04-03,0.059,"kwh","Thursday"
"596",8,"AM",2014-10-28,0.262,"kwh","Tuesday"
"597",10,"PM",2014-08-21,0.51,"kwh","Thursday"
"598",9,"AM",2014-03-28,0.286,"kwh","Friday"
"599",4,"AM",2014-12-11,0.213,"kwh","Thursday"
"600",4,"AM",2014-10-29,0.124,"kwh","Wednesday"
"601",9,"PM",2014-07-13,1.152,"kwh","Sunday"
"602",1,"PM",2014-04-01,0.115,"kwh","Tuesday"
"603",6,"PM",2014-11-13,0.68,"kwh","Thursday"
"604",12,"PM",2014-07-14,1.32,"kwh","Monday"
"605",12,"PM",2014-04-18,0.159,"kwh","Friday"
"606",1,"PM",2014-04-14,0.096,"kwh","Monday"
"607",2,"PM",2014-08-27,0.427,"kwh","Wednesday"
"608",7,"PM",2014-04-03,0.481,"kwh","Thursday"
"609",3,"PM",2014-08-07,0.533,"kwh","Thursday"
"610",5,"AM",2014-04-13,0.074,"kwh","Sunday"
"611",10,"PM",2014-02-22,0.494,"kwh","Saturday"
"612",12,"PM",2014-10-01,0.255,"kwh","Wednesday"
"613",2,"PM",2014-02-04,0.384,"kwh","Tuesday"
"614",9,"AM",2014-10-02,0.182,"kwh","Thursday"
"615",3,"AM",2014-06-08,0.632,"kwh","Sunday"
"616",2,"PM",2014-10-31,0.257,"kwh","Friday"
"617",4,"AM",2014-11-15,0.146,"kwh","Saturday"
"618",10,"AM",2014-01-24,0.704,"kwh","Friday"
"619",12,"PM",2014-06-06,0.828,"kwh","Friday"
"620",8,"PM",2014-01-21,3.232,"kwh","Tuesday"
"621",9,"AM",2014-12-05,0.373,"kwh","Friday"
"622",5,"PM",2014-08-08,1.607,"kwh","Friday"
"623",10,"PM",2014-01-22,0.8,"kwh","Wednesday"
"624",5,"AM",2014-03-15,0.228,"kwh","Saturday"
"625",2,"PM",2014-09-20,0.599,"kwh","Saturday"
"626",10,"AM",2014-03-31,0.365,"kwh","Monday"
"627",8,"AM",2014-09-28,1.037,"kwh","Sunday"
"628",1,"PM",2014-04-13,0.151,"kwh","Sunday"
"629",9,"PM",2014-01-08,1.428,"kwh","Wednesday"
"630",1,"PM",2014-09-07,0.34,"kwh","Sunday"
"631",5,"AM",2014-04-07,0.264,"kwh","Monday"
"632",4,"PM",2014-03-14,0.269,"kwh","Friday"
"633",7,"PM",2014-08-27,2.57,"kwh","Wednesday"
"634",10,"AM",2014-10-17,0.252,"kwh","Friday"
"635",3,"PM",2014-11-01,0.381,"kwh","Saturday"
"636",3,"PM",2014-10-05,0.481,"kwh","Sunday"
"637",11,"AM",2014-01-30,0.93,"kwh","Thursday"
"638",8,"PM",2014-03-30,1.67,"kwh","Sunday"
"639",4,"AM",2014-09-09,0.123,"kwh","Tuesday"
"640",11,"PM",2014-05-28,0.404,"kwh","Wednesday"
"641",7,"PM",2014-12-07,2.039,"kwh","Sunday"
"642",10,"PM",2014-08-15,0.983,"kwh","Friday"
"643",4,"PM",2014-11-19,0.146,"kwh","Wednesday"
"644",3,"PM",2014-11-06,0.189,"kwh","Thursday"
"645",1,"AM",2014-06-13,0.346,"kwh","Friday"
"646",9,"AM",2014-04-21,0.107,"kwh","Monday"
"647",7,"AM",2014-07-15,2.592,"kwh","Tuesday"
"648",4,"AM",2014-11-03,0.078,"kwh","Monday"
"649",2,"PM",2014-11-26,0.2,"kwh","Wednesday"
"650",6,"PM",2014-04-14,0.403,"kwh","Monday"
"651",5,"AM",2014-06-15,0.583,"kwh","Sunday"
"652",3,"AM",2014-11-30,0.123,"kwh","Sunday"
"653",4,"PM",2014-02-15,0.886,"kwh","Saturday"
"654",6,"AM",2014-04-11,0.346,"kwh","Friday"
"655",7,"AM",2014-08-06,0.918,"kwh","Wednesday"
"656",7,"AM",2014-07-06,3.168,"kwh","Sunday"
"657",12,"AM",2014-08-07,0.364,"kwh","Thursday"
"658",4,"PM",2014-03-30,0.59,"kwh","Sunday"
"659",8,"PM",2014-06-10,2.88,"kwh","Tuesday"
"660",3,"AM",2014-12-13,0.327,"kwh","Saturday"
"661",7,"PM",2014-03-06,1.382,"kwh","Thursday"
"662",2,"PM",2014-03-02,0.576,"kwh","Sunday"
"663",12,"AM",2014-05-17,0.614,"kwh","Saturday"
"664",4,"PM",2014-11-25,0.212,"kwh","Tuesday"
"665",4,"AM",2014-11-01,0.116,"kwh","Saturday"
"666",12,"PM",2014-12-13,0.554,"kwh","Saturday"
"667",4,"AM",2014-11-09,0.132,"kwh","Sunday"
"668",2,"AM",2014-02-13,0.254,"kwh","Thursday"
"669",3,"AM",2014-04-28,0.049,"kwh","Monday"
"670",6,"AM",2014-01-10,2.472,"kwh","Friday"
"671",6,"PM",2014-06-28,3.596,"kwh","Saturday"
"672",8,"AM",2014-11-06,0.185,"kwh","Thursday"
"673",1,"PM",2014-02-14,0.48,"kwh","Friday"
"674",7,"PM",2014-03-03,1.238,"kwh","Monday"
"675",5,"AM",2014-02-07,1.056,"kwh","Friday"
"676",2,"AM",2014-03-03,0.134,"kwh","Monday"
"677",11,"PM",2014-01-16,1.09,"kwh","Thursday"
"678",7,"AM",2014-12-05,1.079,"kwh","Friday"
"679",6,"PM",2014-02-06,1.378,"kwh","Thursday"
"680",5,"AM",2014-03-21,0.801,"kwh","Friday"
"681",5,"PM",2014-05-03,0.648,"kwh","Saturday"
"682",7,"PM",2014-10-19,1.242,"kwh","Sunday"
"683",11,"AM",2014-08-07,0.57,"kwh","Thursday"
"684",8,"AM",2014-12-20,1.244,"kwh","Saturday"
"685",10,"AM",2014-07-01,0.778,"kwh","Tuesday"
"686",7,"PM",2014-05-10,1.714,"kwh","Saturday"
"687",3,"AM",2014-03-01,0.23,"kwh","Saturday"
"688",12,"AM",2014-07-01,0.857,"kwh","Tuesday"
"689",1,"PM",2014-12-12,0.378,"kwh","Friday"
"690",1,"PM",2014-01-09,0.792,"kwh","Thursday"
"691",9,"AM",2014-01-06,0.504,"kwh","Monday"
"692",6,"AM",2014-09-30,0.966,"kwh","Tuesday"
"693",4,"PM",2014-05-15,0.262,"kwh","Thursday"
"694",2,"AM",2014-05-20,0.144,"kwh","Tuesday"
"695",4,"AM",2014-05-10,0.259,"kwh","Saturday"
"696",1,"AM",2014-07-05,0.857,"kwh","Saturday"
"697",10,"AM",2014-12-15,0.48,"kwh","Monday"
"698",9,"PM",2014-04-19,0.124,"kwh","Saturday"
"699",2,"PM",2014-03-17,0.339,"kwh","Monday"
"700",4,"AM",2014-04-18,0.048,"kwh","Friday"
"701",3,"AM",2014-06-01,0.583,"kwh","Sunday"
"702",10,"AM",2014-05-09,0.358,"kwh","Friday"
"703",1,"AM",2014-05-09,0.17,"kwh","Friday"
"704",3,"AM",2014-09-21,0.208,"kwh","Sunday"
"705",7,"AM",2014-06-12,1.539,"kwh","Thursday"
"706",5,"AM",2014-05-06,1.003,"kwh","Tuesday"
"707",6,"AM",2014-05-19,0.806,"kwh","Monday"
"708",2,"AM",2014-03-05,0.189,"kwh","Wednesday"
"709",6,"AM",2014-03-19,0.768,"kwh","Wednesday"
"710",12,"AM",2014-04-18,0.078,"kwh","Friday"
"711",7,"AM",2014-03-21,0.85,"kwh","Friday"
"712",9,"AM",2014-01-15,0.534,"kwh","Wednesday"
"713",6,"AM",2014-10-04,0.432,"kwh","Saturday"
"714",12,"PM",2014-11-19,0.23,"kwh","Wednesday"
"715",2,"AM",2014-07-15,0.456,"kwh","Tuesday"
"716",7,"PM",2014-04-19,0.481,"kwh","Saturday"
"717",2,"AM",2014-09-12,0.153,"kwh","Friday"
"718",11,"PM",2014-06-22,0.801,"kwh","Sunday"
"719",8,"PM",2014-01-25,2.88,"kwh","Saturday"
"720",7,"AM",2014-02-14,1.134,"kwh","Friday"
"721",1,"AM",2014-01-10,0.424,"kwh","Friday"
"722",2,"PM",2014-11-16,0.378,"kwh","Sunday"
"723",11,"PM",2014-07-24,0.96,"kwh","Thursday"
"724",1,"AM",2014-12-03,0.185,"kwh","Wednesday"
"725",8,"PM",2014-05-31,1.44,"kwh","Saturday"
"726",9,"PM",2014-11-14,0.148,"kwh","Friday"
"727",8,"AM",2014-09-26,0.277,"kwh","Friday"
"728",5,"PM",2014-01-16,2.73,"kwh","Thursday"
"729",7,"AM",2014-07-05,3.37,"kwh","Saturday"
"730",5,"PM",2014-04-23,0.406,"kwh","Wednesday"
"731",4,"PM",2014-04-29,0.106,"kwh","Tuesday"
"732",9,"PM",2014-05-27,0.485,"kwh","Tuesday"
"733",9,"PM",2014-10-17,0.271,"kwh","Friday"
"734",12,"AM",2014-01-30,0.696,"kwh","Thursday"
"735",10,"AM",2014-03-24,0.294,"kwh","Monday"
"736",9,"AM",2014-11-27,0.117,"kwh","Thursday"
"737",12,"PM",2014-01-17,1.1,"kwh","Friday"
"738",11,"PM",2014-04-19,0.273,"kwh","Saturday"
"739",8,"PM",2014-02-07,1.997,"kwh","Friday"
"740",10,"AM",2014-06-07,1.188,"kwh","Saturday"
"741",11,"PM",2014-01-08,0.81,"kwh","Wednesday"
"742",11,"AM",2014-09-03,0.403,"kwh","Wednesday"
"743",6,"PM",2014-02-27,1.932,"kwh","Thursday"
"744",5,"PM",2014-12-26,1.187,"kwh","Friday"
"745",6,"AM",2014-04-15,0.353,"kwh","Tuesday"
"746",11,"PM",2014-03-02,0.384,"kwh","Sunday"
"747",10,"AM",2014-04-29,0.142,"kwh","Tuesday"
"748",8,"AM",2014-10-04,0.819,"kwh","Saturday"
"749",5,"PM",2014-07-02,2.87,"kwh","Wednesday"
"750",4,"PM",2014-08-27,0.494,"kwh","Wednesday"
"751",6,"PM",2014-02-14,1.747,"kwh","Friday"
"752",8,"AM",2014-06-27,0.785,"kwh","Friday"
"753",4,"PM",2014-02-28,0.538,"kwh","Friday"
"754",4,"PM",2014-04-07,0.132,"kwh","Monday"
"755",7,"AM",2014-09-19,0.58,"kwh","Friday"
"756",12,"PM",2014-10-23,0.282,"kwh","Thursday"
"757",2,"PM",2014-03-22,0.576,"kwh","Saturday"
"758",5,"PM",2014-03-07,0.998,"kwh","Friday"
"759",12,"PM",2014-04-16,0.15,"kwh","Wednesday"
"760",2,"AM",2014-11-23,0.12,"kwh","Sunday"
"761",3,"AM",2014-02-13,0.288,"kwh","Thursday"
"762",2,"PM",2014-01-23,0.808,"kwh","Thursday"
"763",4,"AM",2014-04-01,0.053,"kwh","Tuesday"
"764",1,"PM",2014-06-19,0.835,"kwh","Thursday"
"765",10,"PM",2014-01-31,1.442,"kwh","Friday"
"766",8,"PM",2014-08-15,2.131,"kwh","Friday"
"767",6,"AM",2014-03-02,0.544,"kwh","Sunday"
"768",3,"PM",2014-10-04,0.481,"kwh","Saturday"
"769",2,"PM",2014-12-24,0.484,"kwh","Wednesday"
"770",11,"AM",2014-05-08,0.332,"kwh","Thursday"
"771",8,"PM",2014-10-27,0.883,"kwh","Monday"
"772",5,"PM",2014-12-07,1.02,"kwh","Sunday"
"773",6,"PM",2014-05-17,1.224,"kwh","Saturday"
"774",10,"PM",2014-02-09,0.648,"kwh","Sunday"
"775",11,"AM",2014-11-07,0.196,"kwh","Friday"
"776",12,"PM",2014-02-21,0.498,"kwh","Friday"
"777",9,"PM",2014-04-09,0.157,"kwh","Wednesday"
"778",9,"AM",2014-05-26,0.204,"kwh","Monday"
"779",4,"AM",2014-11-20,0.08,"kwh","Thursday"
"780",6,"PM",2014-07-09,3.058,"kwh","Wednesday"
"781",4,"AM",2014-12-26,0.191,"kwh","Friday"
"782",3,"AM",2014-10-29,0.142,"kwh","Wednesday"
"783",9,"PM",2014-08-13,0.85,"kwh","Wednesday"
"784",12,"AM",2014-02-13,0.36,"kwh","Thursday"
"785",9,"PM",2014-02-03,0.828,"kwh","Monday"
"786",9,"AM",2014-01-30,0.552,"kwh","Thursday"
"787",12,"PM",2014-08-03,0.698,"kwh","Sunday"
"788",4,"PM",2014-04-23,0.132,"kwh","Wednesday"
"789",2,"PM",2014-03-14,0.32,"kwh","Friday"
"790",7,"AM",2014-01-17,1.494,"kwh","Friday"
"791",5,"AM",2014-09-28,0.242,"kwh","Sunday"
"792",4,"PM",2014-08-09,1.145,"kwh","Saturday"
"793",2,"PM",2014-04-14,0.102,"kwh","Monday"
"794",1,"AM",2014-09-05,0.136,"kwh","Friday"
"795",9,"PM",2014-11-09,0.308,"kwh","Sunday"
"796",10,"AM",2014-05-29,0.298,"kwh","Thursday"
"797",7,"PM",2014-10-01,1.026,"kwh","Wednesday"
"798",5,"PM",2014-03-08,0.734,"kwh","Saturday"
"799",9,"AM",2014-09-17,0.214,"kwh","Wednesday"
"800",8,"AM",2014-02-17,0.542,"kwh","Monday"
"801",9,"PM",2014-05-11,0.518,"kwh","Sunday"
"802",7,"PM",2014-05-21,1.598,"kwh","Wednesday"
"803",1,"PM",2014-04-18,0.103,"kwh","Friday"
"804",10,"AM",2014-04-09,0.114,"kwh","Wednesday"
"805",8,"PM",2014-03-19,1.357,"kwh","Wednesday"
"806",9,"PM",2014-08-21,0.605,"kwh","Thursday"
"807",1,"PM",2014-07-15,0.941,"kwh","Tuesday"
"808",6,"AM",2014-04-16,0.324,"kwh","Wednesday"
"809",9,"PM",2014-01-26,1.116,"kwh","Sunday"
"810",8,"PM",2014-06-16,2.592,"kwh","Monday"
"811",12,"PM",2014-06-29,1.123,"kwh","Sunday"
"812",1,"AM",2014-10-11,0.164,"kwh","Saturday"
"813",1,"PM",2014-05-27,0.342,"kwh","Tuesday"
"814",8,"PM",2014-04-12,0.572,"kwh","Saturday"
"815",3,"AM",2014-06-19,0.421,"kwh","Thursday"
"816",10,"PM",2014-01-02,0.9,"kwh","Thursday"
"817",10,"PM",2014-03-02,0.476,"kwh","Sunday"
"818",7,"AM",2014-10-21,0.486,"kwh","Tuesday"
"819",7,"PM",2014-08-28,2.419,"kwh","Thursday"
"820",4,"PM",2014-04-11,0.132,"kwh","Friday"
"821",11,"AM",2014-10-07,0.345,"kwh","Tuesday"
"822",1,"AM",2014-03-05,0.144,"kwh","Wednesday"
"823",5,"AM",2014-07-24,2.482,"kwh","Thursday"
"824",10,"AM",2014-07-09,1.018,"kwh","Wednesday"
"825",7,"AM",2014-03-23,0.816,"kwh","Sunday"
"826",2,"AM",2014-09-11,0.158,"kwh","Thursday"
"827",3,"AM",2014-07-02,0.418,"kwh","Wednesday"
"828",1,"AM",2014-08-22,0.233,"kwh","Friday"
"829",12,"PM",2014-12-04,0.616,"kwh","Thursday"
"830",6,"PM",2014-07-08,3.662,"kwh","Tuesday"
"831",10,"AM",2014-11-07,0.166,"kwh","Friday"
"832",7,"AM",2014-11-04,0.356,"kwh","Tuesday"
"833",5,"AM",2014-05-14,1.012,"kwh","Wednesday"
"834",6,"PM",2014-07-18,3.461,"kwh","Friday"
"835",10,"PM",2014-03-08,0.336,"kwh","Saturday"
"836",4,"PM",2014-04-28,0.108,"kwh","Monday"
"837",12,"PM",2014-05-25,0.446,"kwh","Sunday"
"838",6,"PM",2014-10-22,1.008,"kwh","Wednesday"
"839",11,"PM",2014-06-01,1.035,"kwh","Sunday"
"840",4,"PM",2014-02-18,0.494,"kwh","Tuesday"
"841",10,"PM",2014-07-18,1.63,"kwh","Friday"
"842",11,"AM",2014-04-04,0.179,"kwh","Friday"
"843",1,"PM",2014-09-30,0.302,"kwh","Tuesday"
"844",3,"PM",2014-12-13,1.04,"kwh","Saturday"
"845",3,"AM",2014-04-02,0.057,"kwh","Wednesday"
"846",2,"AM",2014-10-10,0.138,"kwh","Friday"
"847",2,"AM",2014-06-26,0.403,"kwh","Thursday"
"848",9,"AM",2014-04-28,0.1,"kwh","Monday"
"849",10,"AM",2014-10-23,0.206,"kwh","Thursday"
"850",3,"PM",2014-03-04,0.314,"kwh","Tuesday"
"851",11,"AM",2014-10-24,0.315,"kwh","Friday"
"852",12,"AM",2014-08-28,0.299,"kwh","Thursday"
"853",7,"PM",2014-05-28,1.555,"kwh","Wednesday"
"854",12,"PM",2014-02-22,0.655,"kwh","Saturday"
"855",4,"AM",2014-01-14,0.328,"kwh","Tuesday"
"856",9,"AM",2014-10-25,0.535,"kwh","Saturday"
"857",9,"PM",2014-06-19,0.972,"kwh","Thursday"
"858",12,"PM",2014-12-10,0.638,"kwh","Wednesday"
"859",12,"PM",2014-01-01,0.8,"kwh","Wednesday"
"860",5,"AM",2014-10-12,0.189,"kwh","Sunday"
"861",10,"AM",2014-03-11,0.304,"kwh","Tuesday"
"862",4,"PM",2014-03-29,0.749,"kwh","Saturday"
"863",1,"AM",2014-07-09,0.485,"kwh","Wednesday"
"864",4,"PM",2014-06-08,1.717,"kwh","Sunday"
"865",2,"PM",2014-09-23,0.294,"kwh","Tuesday"
"866",12,"AM",2014-03-13,0.257,"kwh","Thursday"
"867",3,"PM",2014-05-29,0.355,"kwh","Thursday"
"868",7,"AM",2014-02-06,1.274,"kwh","Thursday"
"869",6,"AM",2014-07-25,2.678,"kwh","Friday"
"870",9,"AM",2014-02-26,0.295,"kwh","Wednesday"
"871",2,"PM",2014-10-27,0.199,"kwh","Monday"
"872",4,"AM",2014-06-11,0.432,"kwh","Wednesday"
"873",4,"AM",2014-12-09,0.24,"kwh","Tuesday"
"874",9,"AM",2014-04-18,0.097,"kwh","Friday"
"875",10,"PM",2014-07-31,1.392,"kwh","Thursday"
"876",11,"AM",2014-03-11,0.368,"kwh","Tuesday"
"877",7,"AM",2014-02-15,1.555,"kwh","Saturday"
"878",6,"AM",2014-12-17,1.254,"kwh","Wednesday"
"879",2,"AM",2014-07-02,0.49,"kwh","Wednesday"
"880",11,"AM",2014-07-11,1.068,"kwh","Friday"
"881",5,"PM",2014-12-30,1.559,"kwh","Tuesday"
"882",9,"PM",2014-04-27,0.148,"kwh","Sunday"
"883",11,"AM",2014-11-09,0.286,"kwh","Sunday"
"884",8,"PM",2014-03-29,1.685,"kwh","Saturday"
"885",11,"AM",2014-10-23,0.303,"kwh","Thursday"
"886",2,"PM",2014-06-09,0.662,"kwh","Monday"
"887",12,"AM",2014-07-19,2.17,"kwh","Saturday"
"888",7,"PM",2014-12-15,1.881,"kwh","Monday"
"889",3,"PM",2014-12-21,0.96,"kwh","Sunday"
"890",7,"AM",2014-07-30,1.944,"kwh","Wednesday"
"891",6,"PM",2014-03-03,1.098,"kwh","Monday"
"892",8,"AM",2014-09-23,0.227,"kwh","Tuesday"
"893",1,"AM",2014-07-07,0.514,"kwh","Monday"
"894",6,"PM",2014-08-20,2.016,"kwh","Wednesday"
"895",11,"AM",2014-07-22,1.428,"kwh","Tuesday"
"896",5,"AM",2014-08-02,0.4,"kwh","Saturday"
"897",7,"AM",2014-09-27,0.991,"kwh","Saturday"
"898",2,"PM",2014-11-01,0.418,"kwh","Saturday"
